x	y
13541	26164
13305	26301
13542	26436
13306	26573
13543	26708
13307	26844
13544	26980
13308	27116
13545	27251
13309	27388
13546	27523
13310	27660
13546	27795
13310	27932
13547	28067
13311	28204
13548	28339
13312	28475
13549	28611
13313	28747
13550	28882
13314	29019
13551	29154
13315	29291
13552	29426
13733	12164
13970	12299
13734	12435
13971	12571
13735	12707
13972	12842
13736	12979
13973	13114
13737	13251
13974	13386
13738	13523
13974	13658
13738	13795
13975	13930
13739	14066
13976	14202
13740	14338
13977	14473
13741	14610
13978	14745
13742	14882
13979	15017
13743	15154
13980	15289
13744	15426
13981	15561
13744	15697
13981	15833
13745	15969
13982	16104
13746	16241
13983	16376
13747	16513
13984	16648
13748	16785
13985	16920
13749	17057
13986	17192
13750	17328
13987	17464
13751	17600
13987	17735
13751	17872
13988	18007
13752	18144
13989	18279
13753	18416
13990	18551
13754	18688
13991	18823
13755	18960
13992	19095
13756	19231
13993	19367
13757	19503
13994	19638
13757	19775
13994	19910
13758	20047
13995	20182
13759	20319
13996	20454
13760	20591
13997	20726
13761	20862
13998	20998
13762	21134
13999	21269
13763	21406
14000	21541
13763	21678
14000	21813
13764	21950
14001	22085
13765	22222
14002	22357
13766	22493
14003	22629
13767	22765
14004	22900
13768	23037
14005	23172
13769	23309
14006	23444
13770	23581
14006	23716
13770	23853
14007	23988
13771	24124
14008	24260
13772	24396
14009	24531
13773	24668
14010	24803
13774	24940
14011	25075
13775	25212
14012	25347
13776	25484
14013	25619
13776	25755
14013	25891
13777	26027
14014	26162
13778	26299
14015	26434
13779	26571
14016	26706
13780	26843
14017	26978
13781	27115
14018	27250
13782	27387
14019	27522
13783	27658
14019	27794
13783	27930
14020	28065
13784	28202
14021	28337
13785	28474
14022	28609
13786	28746
14023	28881
13787	29018
14024	29153
13788	29289
14025	29425
14206	12162
14443	12297
14207	12434
14444	12569
14208	12706
14445	12841
14209	12978
14446	13113
14210	13249
14447	13385
14211	13521
14447	13656
14211	13793
14448	13928
14212	14065
14449	14200
14213	14337
14450	14472
14214	14609
14451	14744
14215	14880
14452	15016
14216	15152
14453	15287
14217	15424
14454	15559
14217	15696
14454	15831
14218	15968
14455	16103
14219	16240
14456	16375
14220	16511
14457	16647
14221	16783
14458	16918
14222	17055
14459	17190
14223	17327
14460	17462
14224	17599
14460	17734
14224	17871
14461	18006
14225	18142
14462	18278
14226	18414
14463	18549
14227	18686
14464	18821
14228	18958
14465	19093
14229	19230
14466	19365
14230	19502
14467	19637
14230	19774
14467	19909
14231	20045
14468	20181
14232	20317
14469	20452
14233	20589
14470	20724
14234	20861
14471	20996
14235	21133
14472	21268
14236	21405
14473	21540
14236	21676
14473	21812
14237	21948
14474	22083
14238	22220
14475	22355
14239	22492
14476	22627
14240	22764
14477	22899
14241	23036
14478	23171
14242	23307
14479	23443
14243	23579
14479	23714
14243	23851
14480	23986
14244	24123
14481	24258
14245	24395
14482	24530
14246	24667
14483	24802
14247	24938
14484	25074
14248	25210
14485	25345
14249	25482
14486	25617
14249	25754
14486	25889
14250	26026
14487	26161
14251	26298
14488	26433
14252	26569
14489	26705
14253	26841
14490	26976
14254	27113
14491	27248
14255	27385
14492	27520
14256	27657
14492	27792
14256	27929
14493	28064
14257	28201
14494	28336
14258	28472
14495	28608
14259	28744
14496	28879
14260	29016
14497	29151
14261	29288
14498	29423
14679	12161
14916	12296
14680	12432
14917	12568
14681	12704
14918	12839
14682	12976
14919	13111
14683	13248
14920	13383
14684	13520
14920	13655
14684	13792
14921	13927
14685	14063
14922	14199
14686	14335
14923	14470
14687	14607
14924	14742
14688	14879
14925	15014
14689	15151
14926	15286
14690	15423
14927	15558
14690	15694
14927	15830
14691	15966
14928	16101
14692	16238
14929	16373
14693	16510
14930	16645
14694	16782
14931	16917
14695	17054
14932	17189
14696	17325
14933	17461
14697	17597
14933	17732
14697	17869
14934	18004
14698	18141
14935	18276
14699	18413
14936	18548
14700	18685
14937	18820
14701	18957
14938	19092
14702	19228
14939	19364
14703	19500
14940	19635
14703	19772
14940	19907
14704	20044
14941	20179
14705	20316
14942	20451
14706	20588
14943	20723
14707	20859
14944	20995
14708	21131
14945	21266
14709	21403
14946	21538
14709	21675
14946	21810
14710	21947
14947	22082
14711	22219
14948	22354
14712	22490
14949	22626
14713	22762
14950	22897
14714	23034
14951	23169
14715	23306
14952	23441
14716	23578
14952	23713
14716	23850
14953	23985
14717	24121
14954	24257
14718	24393
14955	24528
14719	24665
14956	24800
14720	24937
14957	25072
14721	25209
14958	25344
14722	25481
14959	25616
14722	25752
14959	25888
14723	26024
14960	26159
14724	26296
14961	26431
14725	26568
14962	26703
14726	26840
14963	26975
14727	27112
14964	27247
14728	27384
14965	27519
14729	27655
14965	27791
14729	27927
14966	28062
14730	28199
14967	28334
14731	28471
14968	28606
14732	28743
14969	28878
14733	29015
14970	29150
14734	29286
14971	29422
15152	12159
15389	12294
15153	12431
15390	12566
15154	12703
15391	12838
15155	12975
15392	13110
15156	13246
15393	13382
15157	13518
15393	13653
15157	13790
15394	13925
15158	14062
15395	14197
15159	14334
15396	14469
15160	14606
15397	14741
15161	14877
15398	15013
15162	15149
15399	15284
15163	15421
15400	15556
15163	15693
15400	15828
15164	15965
15401	16100
15165	16237
15402	16372
15166	16508
15403	16644
15167	16780
15404	16915
15168	17052
15405	17187
15169	17324
15406	17459
15170	17596
15406	17731
15170	17868
15407	18003
15171	18139
15408	18275
15172	18411
15409	18546
15173	18683
15410	18818
15174	18955
15411	19090
15175	19227
15412	19362
15176	19499
15413	19634
15176	19771
15413	19906
15177	20042
15414	20178
15178	20314
15415	20449
15179	20586
15416	20721
15180	20858
15417	20993
15181	21130
15418	21265
15182	21402
15419	21537
15182	21673
15419	21809
15183	21945
15420	22080
15184	22217
15421	22352
15185	22489
15422	22624
15186	22761
15423	22896
15187	23033
15424	23168
15188	23304
15425	23440
15189	23576
15425	23711
15189	23848
15426	23983
15190	24120
15427	24255
15191	24392
15428	24527
15192	24664
15429	24799
15193	24935
15430	25071
15194	25207
15431	25342
15195	25479
15432	25614
15195	25751
15432	25886
15196	26023
15433	26158
15197	26295
15434	26430
15198	26566
15435	26702
15199	26838
15436	26973
15200	27110
15437	27245
15201	27382
15438	27517
15202	27654
15438	27789
15202	27926
15439	28061
15203	28198
15440	28333
15204	28469
15441	28605
15205	28741
15442	28876
15206	29013
15443	29148
15207	29285
15444	29420
15625	12158
15862	12293
15626	12429
15863	12565
15627	12701
15864	12836
15628	12973
15865	13108
15629	13245
15866	13380
15630	13517
15866	13652
15630	13789
15867	13924
15631	14060
15868	14196
15632	14332
15869	14467
15633	14604
15870	14739
15634	14876
15871	15011
15635	15148
15872	15283
15636	15420
15873	15555
15636	15691
15873	15827
15637	15963
15874	16098
15638	16235
15875	16370
15639	16507
15876	16642
15640	16779
15877	16914
15641	17051
15878	17186
15642	17322
15879	17458
15643	17594
15879	17729
15643	17866
15880	18001
15644	18138
15881	18273
15645	18410
15882	18545
15646	18682
15883	18817
15647	18953
15884	19089
15648	19225
15885	19361
15649	19497
15886	19632
15649	19769
15886	19904
15650	20041
15887	20176
15651	20313
15888	20448
15652	20585
15889	20720
15653	20856
15890	20992
15654	21128
15891	21263
15655	21400
15892	21535
15655	21672
15892	21807
15656	21944
15893	22079
15657	22216
15894	22351
15658	22487
15895	22623
15659	22759
15896	22894
15660	23031
15897	23166
15661	23303
15898	23438
15662	23575
15898	23710
15662	23847
15899	23982
15663	24118
15900	24254
15664	24390
15901	24525
15665	24662
15902	24797
15666	24934
15903	25069
15667	25206
15904	25341
15668	25478
15905	25613
15668	25749
15905	25885
15669	26021
15906	26156
15670	26293
15907	26428
15671	26565
15908	26700
15672	26837
15909	26972
15673	27109
15910	27244
15674	27380
15911	27516
15675	27652
15911	27788
15675	27924
15912	28059
15676	28196
15913	28331
15677	28468
15914	28603
15678	28740
15915	28875
15679	29012
15916	29147
15680	29283
15917	29419
16098	12156
16335	12291
16099	12428
16336	12563
16100	12700
16337	12835
16101	12972
16338	13107
16102	13243
16339	13379
16103	13515
16339	13650
16103	13787
16340	13922
16104	14059
16341	14194
16105	14331
16342	14466
16106	14603
16343	14738
16107	14874
16344	15010
16108	15146
16345	15281
16109	15418
16346	15553
16109	15690
16346	15825
16110	15962
16347	16097
16111	16234
16348	16369
16112	16505
16349	16641
16113	16777
16350	16912
16114	17049
16351	17184
16115	17321
16352	17456
16116	17593
16352	17728
16116	17865
16353	18000
16117	18136
16354	18272
16118	18408
16355	18543
16119	18680
16356	18815
16120	18952
16357	19087
16121	19224
16358	19359
16122	19496
16359	19631
16122	19768
16359	19903
16123	20039
16360	20175
16124	20311
16361	20446
16125	20583
16362	20718
16126	20855
16363	20990
16127	21127
16364	21262
16128	21399
16365	21534
16128	21670
16365	21806
16129	21942
16366	22077
16130	22214
16367	22349
16131	22486
16368	22621
16132	22758
16369	22893
16133	23030
16370	23165
16134	23301
16371	23437
16135	23573
16371	23708
16135	23845
16372	23980
16136	24117
16373	24252
16137	24389
16374	24524
16138	24661
16375	24796
16139	24932
16376	25068
16140	25204
16377	25339
16141	25476
16378	25611
16141	25748
16378	25883
16142	26020
16379	26155
16143	26292
16380	26427
16381	26699
16145	26835
16382	26970
16146	27107
16383	27242
16147	27379
16384	27514
16148	27651
16384	27786
16148	27923
16385	28058
16149	28195
16386	28330
16150	28466
16387	28602
16151	28738
16388	28873
16152	29010
16389	29145
16153	29282
16390	29417
16571	12155
16808	12290
16572	12426
16809	12562
16573	12698
16810	12833
16574	12970
16811	13105
16575	13242
16812	13377
16576	13514
16812	13649
16576	13786
16813	13921
16577	14057
16814	14193
16578	14329
16815	14464
16579	14601
16816	14736
16580	14873
16817	15008
16581	15145
16818	15280
16582	15417
16819	15552
16582	15688
16819	15824
16583	15960
16820	16095
16584	16232
16821	16367
16585	16504
16822	16639
16586	16776
16823	16911
16587	17048
16824	17183
16588	17319
16825	17455
16589	17591
16825	17726
16589	17863
16826	17998
16590	18135
16827	18270
16591	18407
16828	18542
16592	18679
16829	18814
16593	18950
16830	19086
16594	19222
16831	19357
16595	19494
16832	19629
16595	19766
16832	19901
16596	20038
16833	20173
16597	20310
16834	20445
16598	20582
16835	20717
16599	20853
16836	20989
16600	21125
16837	21260
16601	21397
16838	21532
16601	21669
16838	21804
16602	21941
16839	22076
16603	22213
16840	22348
16604	22484
16841	22620
16605	22756
16842	22891
16606	23028
16843	23163
16607	23300
16844	23435
16608	23572
16844	23707
16608	23844
16845	23979
16609	24115
16846	24251
16610	24387
16847	24522
16611	24659
16848	24794
16612	24931
16849	25066
16613	25203
16850	25338
16614	25475
16851	25610
16614	25746
16851	25882
16615	26018
16852	26153
16616	26290
16853	26425
16854	26697
16618	26834
16855	26969
16619	27106
16856	27241
16620	27377
16857	27513
16621	27649
16857	27784
16621	27921
16858	28056
16622	28193
16859	28328
16623	28465
16860	28600
16624	28737
16861	28872
16625	29009
16862	29144
16626	29280
16863	29416
17044	12153
17281	12288
17045	12425
17282	12560
17046	12697
17283	12832
17047	12969
17284	13104
17048	13240
17285	13376
17049	13512
17285	13647
17049	13784
17286	13919
17050	14056
17287	14191
17051	14328
17288	14463
17052	14600
17289	14735
17053	14871
17290	15007
17054	15143
17291	15278
17055	15415
17292	15550
17055	15687
17292	15822
17056	15959
17293	16094
17057	16231
17294	16366
17058	16502
17295	16638
17059	16774
17296	16909
17060	17046
17297	17181
17061	17318
17298	17453
17062	17590
17298	17725
17062	17862
17299	17997
17063	18133
17300	18269
17064	18405
17301	18540
17065	18677
17302	18812
17066	18949
17303	19084
17067	19221
17304	19356
17068	19493
17305	19628
17068	19764
17305	19900
17069	20036
17306	20172
17070	20308
17307	20443
17071	20580
17308	20715
17072	20852
17309	20987
17073	21124
17310	21259
17074	21396
17311	21531
17074	21667
17311	21803
17075	21939
17312	22074
17076	22211
17313	22346
17077	22483
17314	22618
17078	22755
17315	22890
17079	23027
17316	23162
17080	23298
17317	23434
17081	23570
17317	23705
17081	23842
17318	23977
17082	24114
17319	24249
17083	24386
17320	24521
17084	24658
17321	24793
17085	24929
17322	25065
17086	25201
17323	25336
17087	25473
17324	25608
17087	25745
17324	25880
17088	26017
17325	26152
17089	26289
17326	26424
17090	26560
17327	26696
17091	26832
17328	26967
17092	27104
17329	27239
17093	27376
17330	27511
17094	27648
17330	27783
17094	27920
17331	28055
17095	28191
17332	28327
17096	28463
17333	28599
17097	28735
17334	28870
17098	29007
17335	29142
17099	29279
17336	29414
17517	12152
17754	12287
17518	12423
17755	12559
17519	12695
17756	12830
17520	12967
17757	13102
17521	13239
17758	13374
17522	13511
17758	13646
17522	13783
17759	13918
17523	14054
17760	14190
17524	14326
17761	14461
17525	14598
17762	14733
17526	14870
17763	15005
17527	15142
17764	15277
17528	15414
17765	15549
17528	15685
17765	15821
17529	15957
17766	16092
17530	16229
17767	16364
17531	16501
17768	16636
17532	16773
17769	16908
17533	17045
17770	17180
17534	17316
17771	17452
17535	17588
17771	17723
17535	17860
17772	17995
17536	18132
17773	18267
17537	18404
17774	18539
17538	18676
17775	18811
17539	18947
17776	19083
17540	19219
17777	19354
17541	19491
17778	19626
17541	19763
17778	19898
17542	20035
17779	20170
17543	20307
17780	20442
17544	20579
17781	20714
17545	20850
17782	20986
17546	21122
17783	21257
17547	21394
17784	21529
17547	21666
17784	21801
17548	21938
17785	22073
17549	22210
17786	22345
17550	22481
17787	22617
17551	22753
17788	22888
17552	23025
17789	23160
17553	23297
17790	23432
17554	23569
17790	23704
17554	23841
17791	23976
17555	24112
17792	24248
17556	24384
17793	24519
17557	24656
17794	24791
17558	24928
17795	25063
17559	25200
17796	25335
17560	25472
17797	25607
17560	25743
17797	25879
17561	26015
17798	26150
17562	26287
17799	26422
17563	26559
17800	26694
17564	26831
17801	26966
17565	27103
17802	27238
17566	27374
17803	27510
17567	27646
17803	27781
17567	27918
17804	28053
17568	28190
17805	28325
17569	28462
17806	28597
17570	28734
17807	28869
17571	29006
17808	29141
17572	29277
17809	29413
17990	12150
18227	12285
17991	12422
18228	12557
17992	12694
18229	12829
17993	12966
18230	13101
17994	13237
18231	13373
17995	13509
18231	13644
17995	13781
18232	13916
17996	14053
18233	14188
17997	14325
18234	14460
17998	14597
18235	14732
17999	14868
18236	15004
18000	15140
18237	15275
18001	15412
18238	15547
18001	15684
18238	15819
18002	15956
18239	16091
18003	16228
18240	16363
18004	16499
18241	16635
18005	16771
18242	16906
18006	17043
18243	17178
18007	17315
18244	17450
18008	17587
18244	17722
18008	17859
18245	17994
18009	18130
18246	18266
18010	18402
18247	18537
18011	18674
18248	18809
18012	18946
18249	19081
18013	19218
18250	19353
18014	19490
18251	19625
18014	19761
18251	19897
18015	20033
18252	20168
18016	20305
18253	20440
18017	20577
18254	20712
18018	20849
18255	20984
18019	21121
18256	21256
18020	21393
18257	21528
18020	21664
18257	21800
18021	21936
18258	22071
18022	22208
18259	22343
18023	22480
18260	22615
18024	22752
18261	22887
18025	23024
18262	23159
18026	23295
18263	23431
18027	23567
18263	23702
18027	23839
18264	23974
18028	24111
18265	24246
18029	24383
18266	24518
18030	24655
18267	24790
18031	24926
18268	25062
18032	25198
18269	25333
18033	25470
18270	25605
18033	25742
18270	25877
18034	26014
18271	26149
18035	26286
18272	26421
18036	26557
18273	26693
18037	26829
18274	26964
18038	27101
18275	27236
18039	27373
18276	27508
18040	27645
18276	27780
18040	27917
18277	28052
18041	28188
18278	28324
18042	28460
18279	28595
18043	28732
18280	28867
18044	29004
18281	29139
18045	29276
18282	29411
18463	12148
18700	12284
18464	12420
18701	12556
18465	12692
18702	12827
18466	12964
18703	13099
18467	13236
18704	13371
18468	13508
18704	13643
18468	13780
18705	13915
18469	14051
18706	14187
18470	14323
18707	14458
18471	14595
18708	14730
18472	14867
18709	15002
18473	15139
18710	15274
18474	15411
18711	15546
18474	15682
18711	15818
18475	15954
18712	16089
18476	16226
18713	16361
18477	16498
18714	16633
18478	16770
18715	16905
18479	17042
18716	17177
18480	17313
18717	17449
18481	17585
18717	17720
18481	17857
18718	17992
18482	18129
18719	18264
18483	18401
18720	18536
18484	18673
18721	18808
18485	18944
18722	19080
18486	19216
18723	19351
18487	19488
18724	19623
18487	19760
18724	19895
18488	20032
18725	20167
18489	20304
18726	20439
18490	20575
18727	20711
18491	20847
18728	20983
18492	21119
18729	21254
18493	21391
18730	21526
18493	21663
18730	21798
18494	21935
18731	22070
18495	22207
18732	22342
18496	22478
18733	22614
18497	22750
18734	22885
18498	23022
18735	23157
18499	23294
18736	23429
18500	23566
18736	23701
18500	23838
18737	23973
18501	24109
18738	24245
18502	24381
18739	24516
18503	24653
18740	24788
18504	24925
18741	25060
18505	25197
18742	25332
18506	25469
18743	25604
18506	25740
18743	25876
18507	26012
18744	26147
18508	26284
18745	26419
18509	26556
18746	26691
18510	26828
18747	26963
18511	27100
18748	27235
18512	27371
18749	27507
18513	27643
18749	27778
18513	27915
18750	28050
18514	28187
18751	28322
18515	28459
18752	28594
18516	28731
18753	28866
18517	29003
18754	29138
18518	29274
18755	29410
18936	12147
19173	12282
18937	12419
19174	12554
18938	12691
19175	12826
18939	12963
19176	13098
18940	13234
19177	13370
18941	13506
19177	13641
18941	13778
19178	13913
18942	14050
19179	14185
18943	14322
19180	14457
18944	14594
19181	14729
18945	14865
19182	15001
18946	15137
19183	15272
18947	15409
19184	15544
18947	15681
19184	15816
18948	15953
19185	16088
18949	16225
19186	16360
18950	16496
19187	16632
18951	16768
19188	16903
18952	17040
19189	17175
18953	17312
19190	17447
18954	17584
19190	17719
18954	17856
19191	17991
18955	18127
19192	18263
18956	18399
19193	18534
18957	18671
19194	18806
18958	18943
19195	19078
18959	19215
19196	19350
18960	19487
19197	19622
18960	19758
19197	19894
18961	20030
19198	20165
18962	20302
19199	20437
18963	20574
19200	20709
18964	20846
19201	20981
18965	21118
19202	21253
18966	21390
19203	21525
18966	21661
19203	21797
18967	21933
19204	22068
18968	22205
19205	22340
18969	22477
19206	22612
18970	22749
19207	22884
18971	23021
19208	23156
18972	23292
19209	23428
18973	23564
19209	23699
18973	23836
19210	23971
18974	24108
19211	24243
18975	24380
19212	24515
18976	24652
19213	24787
18977	24923
19214	25059
18978	25195
19215	25330
18979	25467
19216	25602
18979	25739
19216	25874
18980	26011
19217	26146
18981	26283
19218	26418
18982	26554
19219	26690
18983	26826
19220	26961
18984	27098
19221	27233
18985	27370
19222	27505
18986	27642
19222	27777
18986	27914
19223	28049
18987	28185
19224	28321
18988	28457
19225	28592
18989	28729
19226	28864
18990	29001
19227	29136
18991	29273
19228	29408
19409	12145
19646	12281
19410	12417
19647	12552
19411	12689
19648	12824
19412	12961
19649	13096
19413	13233
19650	13368
19414	13505
19650	13640
19414	13777
19651	13912
19415	14048
19652	14184
19416	14320
19653	14455
19417	14592
19654	14727
19418	14864
19655	14999
19419	15136
19656	15271
19420	15408
19657	15543
19420	15679
19657	15815
19421	15951
19658	16086
19422	16223
19659	16358
19423	16495
19660	16630
19424	16767
19661	16902
19425	17039
19662	17174
19426	17310
19663	17446
19427	17582
19663	17717
19427	17854
19664	17989
19428	18126
19665	18261
19429	18398
19666	18533
19430	18670
19667	18805
19431	18941
19668	19077
19432	19213
19669	19348
19433	19485
19670	19620
19433	19757
19670	19892
19434	20029
19671	20164
19435	20301
19672	20436
19436	20572
19673	20708
19437	20844
19674	20979
19438	21116
19675	21251
19439	21388
19676	21523
19439	21660
19676	21795
19440	21932
19677	22067
19441	22204
19678	22339
19442	22475
19679	22611
19443	22747
19680	22882
19444	23019
19681	23154
19445	23291
19682	23426
19446	23563
19682	23698
19446	23835
19683	23970
19447	24106
19684	24242
19448	24378
19685	24513
19449	24650
19686	24785
19450	24922
19687	25057
19451	25194
19688	25329
19452	25466
19689	25601
19452	25737
19689	25873
19453	26009
19690	26144
19454	26281
19691	26416
19455	26553
19692	26688
19456	26825
19693	26960
19457	27097
19694	27232
19458	27368
19695	27504
19459	27640
19695	27775
19459	27912
19696	28047
19460	28184
19697	28319
19461	28456
19698	28591
19462	28728
19699	28863
19463	28999
19700	29135
19464	29271
19701	29406
19882	12144
20119	12279
19883	12416
20120	12551
19884	12688
20121	12823
19885	12959
20122	13095
19886	13231
20123	13367
19887	13503
20123	13638
19887	13775
20124	13910
19888	14047
20125	14182
19889	14319
20126	14454
19890	14591
20127	14726
19891	14862
20128	14998
19892	15134
20129	15269
19893	15406
20130	15541
19893	15678
20130	15813
19894	15950
20131	16085
19895	16222
20132	16357
19896	16493
20133	16629
19897	16765
20134	16900
19898	17037
20135	17172
19899	17309
20136	17444
19900	17581
20136	17716
19900	17853
20137	17988
19901	18124
20138	18260
19902	18396
20139	18531
19903	18668
20140	18803
19904	18940
20141	19075
19905	19212
20142	19347
19906	19484
20143	19619
19906	19755
20143	19891
19907	20027
20144	20162
19908	20299
20145	20434
19909	20571
20146	20706
19910	20843
20147	20978
19911	21115
20148	21250
19912	21387
20149	21522
19912	21658
20149	21794
19913	21930
20150	22065
19914	22202
20151	22337
19915	22474
20152	22609
19916	22746
20153	22881
19917	23018
20154	23153
19918	23289
20155	23425
19919	23561
20155	23696
19919	23833
20156	23968
19920	24105
20157	24240
19921	24377
20158	24512
19922	24649
20159	24784
19923	24920
20160	25056
19924	25192
20161	25327
19925	25464
20162	25599
19925	25736
20162	25871
19926	26008
20163	26143
19927	26280
20164	26415
19928	26551
20165	26687
19929	26823
20166	26958
19930	27095
20167	27230
19931	27367
20168	27502
19932	27639
20168	27774
19932	27911
20169	28046
19933	28182
20170	28318
19934	28454
20171	28589
19935	28726
20172	28861
19936	28998
20173	29133
19937	29270
20174	29405
20355	12142
20592	12278
20356	12414
20593	12549
20357	12686
20594	12821
20358	12958
20595	13093
20359	13230
20596	13365
20360	13502
20596	13637
20360	13774
20597	13909
20361	14045
20598	14181
20362	14317
20599	14452
20363	14589
20600	14724
20364	14861
20601	14996
20365	15133
20602	15268
20366	15405
20603	15540
20366	15676
20603	15812
20367	15948
20604	16083
20368	16220
20605	16355
20369	16492
20606	16627
20370	16764
20607	16899
20371	17036
20608	17171
20372	17307
20609	17443
20373	17579
20609	17714
20373	17851
20610	17986
20374	18123
20611	18258
20375	18395
20612	18530
20376	18667
20613	18802
20377	18938
20614	19074
20378	19210
20615	19345
20379	19482
20615	19617
20379	19754
20616	19889
20380	20026
20617	20161
20381	20298
20618	20433
20382	20569
20619	20705
20383	20841
20620	20976
20384	21113
20621	21248
20385	21385
20622	21520
20385	21657
20622	21792
20386	21929
20623	22064
20387	22201
20624	22336
20388	22472
20625	22608
20389	22744
20626	22879
20390	23016
20627	23151
20391	23288
20628	23423
20392	23560
20628	23695
20392	23832
20629	23967
20393	24103
20630	24239
20394	24375
20631	24510
20395	24647
20632	24782
20396	24919
20633	25054
20397	25191
20634	25326
20398	25463
20635	25598
20398	25734
20635	25870
20399	26006
20636	26141
20400	26278
20637	26413
20401	26550
20638	26685
20402	26822
20639	26957
20403	27094
20640	27229
20404	27365
20641	27501
20405	27637
20641	27772
20405	27909
20642	28044
20406	28181
20643	28316
20407	28453
20644	28588
20408	28725
20645	28860
20409	28996
20646	29132
20410	29268
20647	29403
20828	12141
21065	12276
20829	12413
21066	12548
20830	12685
21067	12820
20831	12956
21068	13092
20832	13228
21069	13363
20833	13500
21069	13635
20833	13772
21070	13907
20834	14044
21071	14179
20835	14316
21072	14451
20836	14588
21073	14723
20837	14859
21074	14995
20838	15131
21075	15266
20839	15403
21076	15538
20839	15675
21076	15810
20840	15947
21077	16082
20841	16219
21078	16354
20842	16490
21079	16626
20843	16762
21080	16897
20844	17034
21081	17169
20845	17306
21082	17441
20846	17578
21082	17713
20846	17850
21083	17985
20847	18121
21084	18257
20848	18393
21085	18528
20849	18665
21086	18800
20850	18937
21087	19072
20851	19209
21088	19344
20852	19481
21088	19616
20852	19752
21089	19888
20853	20024
21090	20159
20854	20296
21091	20431
20855	20568
21092	20703
20856	20840
21093	20975
20857	21112
21094	21247
20858	21383
21095	21519
20858	21655
21095	21790
20859	21927
21096	22062
20860	22199
21097	22334
20861	22471
21098	22606
20862	22743
21099	22878
20863	23015
21100	23150
20864	23286
21101	23422
20865	23558
21101	23693
20865	23830
21102	23965
20866	24102
21103	24237
20867	24374
21104	24509
20868	24646
21105	24781
20869	24917
21106	25053
20870	25189
21107	25324
20871	25461
21108	25596
20871	25733
21108	25868
20872	26005
21109	26140
20873	26277
21110	26412
20874	26548
21111	26684
20875	26820
21112	26955
20876	27092
21113	27227
20877	27364
21114	27499
20878	27636
21114	27771
20878	27908
21115	28043
20879	28179
21116	28315
20880	28451
21117	28586
20881	28723
21118	28858
20882	28995
21119	29130
20883	29267
21120	29402
21301	12139
21538	12275
21302	12411
21539	12546
21303	12683
21540	12818
21304	12955
21541	13090
21305	13227
21542	13362
21306	13499
21542	13634
21306	13771
21543	13906
21307	14042
21544	14178
21308	14314
21545	14449
21309	14586
21546	14721
21310	14858
21547	14993
21311	15130
21548	15265
21312	15402
21549	15537
21312	15673
21549	15809
21313	15945
21550	16080
21314	16217
21551	16352
21315	16489
21552	16624
21316	16761
21553	16896
21317	17033
21554	17168
21318	17304
21555	17440
21319	17576
21555	17711
21319	17848
21556	17983
21320	18120
21557	18255
21321	18392
21558	18527
21322	18664
21559	18799
21323	18935
21560	19071
21324	19207
21561	19342
21325	19479
21561	19614
21325	19751
21562	19886
21326	20023
21563	20158
21327	20295
21564	20430
21328	20566
21565	20702
21329	20838
21566	20973
21330	21110
21567	21245
21331	21382
21568	21517
21331	21654
21568	21789
21332	21926
21569	22061
21333	22198
21570	22333
21334	22469
21571	22605
21335	22741
21572	22876
21336	23013
21573	23148
21337	23285
21574	23420
21338	23557
21574	23692
21338	23829
21575	23964
21339	24100
21576	24236
21340	24372
21577	24507
21341	24644
21578	24779
21342	24916
21579	25051
21343	25188
21580	25323
21344	25460
21581	25595
21344	25731
21581	25867
21345	26003
21582	26138
21346	26275
21583	26410
21347	26547
21584	26682
21348	26819
21585	26954
21349	27091
21586	27226
21350	27362
21587	27498
21351	27634
21587	27769
21351	27906
21588	28041
21352	28178
21589	28313
21353	28450
21590	28585
21354	28722
21591	28857
21355	28993
21592	29129
21356	29265
21593	29400
21774	12138
22011	12273
21775	12410
22012	12545
21776	12682
22013	12817
21777	12953
22014	13089
21778	13225
22015	13360
21779	13497
22015	13632
21779	13769
22016	13904
21780	14041
22017	14176
21781	14313
22018	14448
21782	14585
22019	14720
21783	14856
22020	14992
21784	15128
22021	15263
21785	15400
22022	15535
21785	15672
22022	15807
21786	15944
22023	16079
21787	16216
22024	16351
21788	16487
22025	16623
21789	16759
22026	16894
21790	17031
22027	17166
21791	17303
22028	17438
21792	17575
22028	17710
21792	17847
22029	17982
21793	18118
22030	18254
21794	18390
22031	18525
21795	18662
22032	18797
21796	18934
22033	19069
21797	19206
22034	19341
21798	19478
22034	19613
21798	19749
22035	19885
21799	20021
22036	20156
21800	20293
22037	20428
21801	20565
22038	20700
21802	20837
22039	20972
21803	21109
22040	21244
21804	21380
22041	21516
21804	21652
22041	21787
21805	21924
22042	22059
21806	22196
22043	22331
21807	22468
22044	22603
21808	22740
22045	22875
21809	23012
22046	23147
21810	23283
22047	23419
21811	23555
22047	23690
21811	23827
22048	23962
21812	24099
22049	24234
21813	24371
22050	24506
21814	24643
22051	24778
21815	24914
22052	25050
21816	25186
22053	25321
21817	25458
22054	25593
21817	25730
22054	25865
21818	26002
22055	26137
21819	26274
22056	26409
21820	26545
22057	26681
21821	26817
22058	26952
21822	27089
22059	27224
21823	27361
22060	27496
21824	27633
22060	27768
21824	27905
22061	28040
21825	28176
22062	28312
21826	28448
22063	28583
21827	28720
22064	28855
21828	28992
22065	29127
21829	29264
22066	29399
22247	12136
22484	12272
22248	12408
22485	12543
22249	12680
